Jurisdiction,CountyCode,PrecinctID,PctName,OfficeID,Reportname,CandidateID,CandidateName,TotalVotes
"Perry County, Indiana",62,3,TELL CITY 1,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,276
"Perry County, Indiana",62,4,TELL CITY 2,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,255
"Perry County, Indiana",62,5,TELL CITY 3,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,249
"Perry County, Indiana",62,6,TELL CITY 4,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,342
"Perry County, Indiana",62,7,TELL CITY 5,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,275
"Perry County, Indiana",62,8,TELL CITY 6,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,221
"Perry County, Indiana",62,9,TELL CITY 7,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,219
"Perry County, Indiana",62,10,TELL CITY 8,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,276
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,580
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,341
"Perry County, Indiana",62,13,TROY,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,90
"Perry County, Indiana",62,14,ANDERSON,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,565
"Perry County, Indiana",62,15,CLARK 1,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,194
"Perry County, Indiana",62,16,CLARK 2,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,191
"Perry County, Indiana",62,17,LEOPOLD ,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,253
"Perry County, Indiana",62,18,OIL,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,407
"Perry County, Indiana",62,19,TOBIN,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,255
"Perry County, Indiana",62,20,DERBY,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,97
"Perry County, Indiana",62,21,RONO,2,Governor and Lt Governor,5,(R) Holcomb \ Crouch,120
"Perry County, Indiana",62,1,CANNELTON 1,2,Governor and Lt Governor,6,(D) Myers \ Lawson,57
"Perry County, Indiana",62,2,CANNELTON 2,2,Governor and Lt Governor,6,(D) Myers \ Lawson,129
"Perry County, Indiana",62,3,TELL CITY 1,2,Governor and Lt Governor,6,(D) Myers \ Lawson,171
"Perry County, Indiana",62,4,TELL CITY 2,2,Governor and Lt Governor,6,(D) Myers \ Lawson,125
"Perry County, Indiana",62,5,TELL CITY 3,2,Governor and Lt Governor,6,(D) Myers \ Lawson,114
"Perry County, Indiana",62,6,TELL CITY 4,2,Governor and Lt Governor,6,(D) Myers \ Lawson,155
"Perry County, Indiana",62,7,TELL CITY 5,2,Governor and Lt Governor,6,(D) Myers \ Lawson,171
"Perry County, Indiana",62,8,TELL CITY 6,2,Governor and Lt Governor,6,(D) Myers \ Lawson,133
"Perry County, Indiana",62,9,TELL CITY 7,2,Governor and Lt Governor,6,(D) Myers \ Lawson,158
"Perry County, Indiana",62,10,TELL CITY 8,2,Governor and Lt Governor,6,(D) Myers \ Lawson,127
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,2,Governor and Lt Governor,6,(D) Myers \ Lawson,277
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,2,Governor and Lt Governor,6,(D) Myers \ Lawson,153
"Perry County, Indiana",62,13,TROY,2,Governor and Lt Governor,6,(D) Myers \ Lawson,49
"Perry County, Indiana",62,14,ANDERSON,2,Governor and Lt Governor,6,(D) Myers \ Lawson,192
"Perry County, Indiana",62,15,CLARK 1,2,Governor and Lt Governor,6,(D) Myers \ Lawson,52
"Perry County, Indiana",62,16,CLARK 2,2,Governor and Lt Governor,6,(D) Myers \ Lawson,64
"Perry County, Indiana",62,17,LEOPOLD ,2,Governor and Lt Governor,6,(D) Myers \ Lawson,104
"Perry County, Indiana",62,18,OIL,2,Governor and Lt Governor,6,(D) Myers \ Lawson,125
"Perry County, Indiana",62,19,TOBIN,2,Governor and Lt Governor,6,(D) Myers \ Lawson,89
"Perry County, Indiana",62,20,DERBY,2,Governor and Lt Governor,6,(D) Myers \ Lawson,37
"Perry County, Indiana",62,21,RONO,2,Governor and Lt Governor,6,(D) Myers \ Lawson,36
"Perry County, Indiana",62,1,CANNELTON 1,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,14
"Perry County, Indiana",62,2,CANNELTON 2,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,33
"Perry County, Indiana",62,3,TELL CITY 1,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,30
"Perry County, Indiana",62,4,TELL CITY 2,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,29
"Perry County, Indiana",62,5,TELL CITY 3,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,26
"Perry County, Indiana",62,6,TELL CITY 4,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,26
"Perry County, Indiana",62,7,TELL CITY 5,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,27
"Perry County, Indiana",62,8,TELL CITY 6,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,34
"Perry County, Indiana",62,9,TELL CITY 7,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,21
"Perry County, Indiana",62,10,TELL CITY 8,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,21
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,53
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,44
"Perry County, Indiana",62,13,TROY,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,12
"Perry County, Indiana",62,14,ANDERSON,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,51
"Perry County, Indiana",62,15,CLARK 1,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,26
"Perry County, Indiana",62,16,CLARK 2,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,12
"Perry County, Indiana",62,17,LEOPOLD ,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,36
"Perry County, Indiana",62,18,OIL,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,57
"Perry County, Indiana",62,19,TOBIN,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,29
"Perry County, Indiana",62,20,DERBY,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,9
"Perry County, Indiana",62,21,RONO,2,Governor and Lt Governor,7,(L) Rainwater II \ Henry,17
"Perry County, Indiana",62,1,CANNELTON 1,3,Attorney General,8,(R) Todd Rokita,74
"Perry County, Indiana",62,2,CANNELTON 2,3,Attorney General,8,(R) Todd Rokita,197
"Perry County, Indiana",62,3,TELL CITY 1,3,Attorney General,8,(R) Todd Rokita,234
"Perry County, Indiana",62,4,TELL CITY 2,3,Attorney General,8,(R) Todd Rokita,197
"Perry County, Indiana",62,5,TELL CITY 3,3,Attorney General,8,(R) Todd Rokita,220
"Perry County, Indiana",62,6,TELL CITY 4,3,Attorney General,8,(R) Todd Rokita,274
"Perry County, Indiana",62,7,TELL CITY 5,3,Attorney General,8,(R) Todd Rokita,232
"Perry County, Indiana",62,8,TELL CITY 6,3,Attorney General,8,(R) Todd Rokita,181
"Perry County, Indiana",62,9,TELL CITY 7,3,Attorney General,8,(R) Todd Rokita,182
"Perry County, Indiana",62,10,TELL CITY 8,3,Attorney General,8,(R) Todd Rokita,223
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,3,Attorney General,8,(R) Todd Rokita,487
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,3,Attorney General,8,(R) Todd Rokita,295
"Perry County, Indiana",62,13,TROY,3,Attorney General,8,(R) Todd Rokita,81
"Perry County, Indiana",62,14,ANDERSON,3,Attorney General,8,(R) Todd Rokita,440
"Perry County, Indiana",62,15,CLARK 1,3,Attorney General,8,(R) Todd Rokita,182
"Perry County, Indiana",62,16,CLARK 2,3,Attorney General,8,(R) Todd Rokita,159
"Perry County, Indiana",62,17,LEOPOLD ,3,Attorney General,8,(R) Todd Rokita,205
"Perry County, Indiana",62,18,OIL,3,Attorney General,8,(R) Todd Rokita,373
"Perry County, Indiana",62,19,TOBIN,3,Attorney General,8,(R) Todd Rokita,231
"Perry County, Indiana",62,20,DERBY,3,Attorney General,8,(R) Todd Rokita,90
"Perry County, Indiana",62,21,RONO,3,Attorney General,8,(R) Todd Rokita,106
"Perry County, Indiana",62,1,CANNELTON 1,3,Attorney General,9,(D) Jonathan Weinzapfel,78
"Perry County, Indiana",62,2,CANNELTON 2,3,Attorney General,9,(D) Jonathan Weinzapfel,185
"Perry County, Indiana",62,3,TELL CITY 1,3,Attorney General,9,(D) Jonathan Weinzapfel,238
"Perry County, Indiana",62,4,TELL CITY 2,3,Attorney General,9,(D) Jonathan Weinzapfel,202
"Perry County, Indiana",62,5,TELL CITY 3,3,Attorney General,9,(D) Jonathan Weinzapfel,160
"Perry County, Indiana",62,6,TELL CITY 4,3,Attorney General,9,(D) Jonathan Weinzapfel,238
"Perry County, Indiana",62,7,TELL CITY 5,3,Attorney General,9,(D) Jonathan Weinzapfel,228
"Perry County, Indiana",62,8,TELL CITY 6,3,Attorney General,9,(D) Jonathan Weinzapfel,200
"Perry County, Indiana",62,9,TELL CITY 7,3,Attorney General,9,(D) Jonathan Weinzapfel,207
"Perry County, Indiana",62,10,TELL CITY 8,3,Attorney General,9,(D) Jonathan Weinzapfel,189
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,3,Attorney General,9,(D) Jonathan Weinzapfel,402
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,3,Attorney General,9,(D) Jonathan Weinzapfel,225
"Perry County, Indiana",62,13,TROY,3,Attorney General,9,(D) Jonathan Weinzapfel,65
"Perry County, Indiana",62,14,ANDERSON,3,Attorney General,9,(D) Jonathan Weinzapfel,347
"Perry County, Indiana",62,15,CLARK 1,3,Attorney General,9,(D) Jonathan Weinzapfel,92
"Perry County, Indiana",62,16,CLARK 2,3,Attorney General,9,(D) Jonathan Weinzapfel,105
"Perry County, Indiana",62,17,LEOPOLD ,3,Attorney General,9,(D) Jonathan Weinzapfel,170
"Perry County, Indiana",62,18,OIL,3,Attorney General,9,(D) Jonathan Weinzapfel,194
"Perry County, Indiana",62,19,TOBIN,3,Attorney General,9,(D) Jonathan Weinzapfel,132
"Perry County, Indiana",62,20,DERBY,3,Attorney General,9,(D) Jonathan Weinzapfel,49
"Perry County, Indiana",62,21,RONO,3,Attorney General,9,(D) Jonathan Weinzapfel,57
"Perry County, Indiana",62,1,CANNELTON 1,9,United States Rep District 8,23,(R) Larry D. Bucshon,84
"Perry County, Indiana",62,2,CANNELTON 2,9,United States Rep District 8,23,(R) Larry D. Bucshon,211
"Perry County, Indiana",62,3,TELL CITY 1,9,United States Rep District 8,23,(R) Larry D. Bucshon,272
"Perry County, Indiana",62,4,TELL CITY 2,9,United States Rep District 8,23,(R) Larry D. Bucshon,237
"Perry County, Indiana",62,5,TELL CITY 3,9,United States Rep District 8,23,(R) Larry D. Bucshon,239
"Perry County, Indiana",62,6,TELL CITY 4,9,United States Rep District 8,23,(R) Larry D. Bucshon,313
"Perry County, Indiana",62,7,TELL CITY 5,9,United States Rep District 8,23,(R) Larry D. Bucshon,268
"Perry County, Indiana",62,8,TELL CITY 6,9,United States Rep District 8,23,(R) Larry D. Bucshon,210
"Perry County, Indiana",62,9,TELL CITY 7,9,United States Rep District 8,23,(R) Larry D. Bucshon,202
"Perry County, Indiana",62,10,TELL CITY 8,9,United States Rep District 8,23,(R) Larry D. Bucshon,252
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,9,United States Rep District 8,23,(R) Larry D. Bucshon,558
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,9,United States Rep District 8,23,(R) Larry D. Bucshon,337
"Perry County, Indiana",62,13,TROY,9,United States Rep District 8,23,(R) Larry D. Bucshon,85
"Perry County, Indiana",62,14,ANDERSON,9,United States Rep District 8,23,(R) Larry D. Bucshon,524
"Perry County, Indiana",62,15,CLARK 1,9,United States Rep District 8,23,(R) Larry D. Bucshon,201
"Perry County, Indiana",62,16,CLARK 2,9,United States Rep District 8,23,(R) Larry D. Bucshon,182
"Perry County, Indiana",62,17,LEOPOLD ,9,United States Rep District 8,23,(R) Larry D. Bucshon,241
"Perry County, Indiana",62,18,OIL,9,United States Rep District 8,23,(R) Larry D. Bucshon,404
"Perry County, Indiana",62,19,TOBIN,9,United States Rep District 8,23,(R) Larry D. Bucshon,248
"Perry County, Indiana",62,20,DERBY,9,United States Rep District 8,23,(R) Larry D. Bucshon,94
"Perry County, Indiana",62,21,RONO,9,United States Rep District 8,23,(R) Larry D. Bucshon,115
"Perry County, Indiana",62,1,CANNELTON 1,9,United States Rep District 8,24,(D) E. Thomasina Marsili,72
"Perry County, Indiana",62,2,CANNELTON 2,9,United States Rep District 8,24,(D) E. Thomasina Marsili,148
"Perry County, Indiana",62,3,TELL CITY 1,9,United States Rep District 8,24,(D) E. Thomasina Marsili,187
"Perry County, Indiana",62,4,TELL CITY 2,9,United States Rep District 8,24,(D) E. Thomasina Marsili,166
"Perry County, Indiana",62,5,TELL CITY 3,9,United States Rep District 8,24,(D) E. Thomasina Marsili,137
"Perry County, Indiana",62,6,TELL CITY 4,9,United States Rep District 8,24,(D) E. Thomasina Marsili,191
"Perry County, Indiana",62,7,TELL CITY 5,9,United States Rep District 8,24,(D) E. Thomasina Marsili,188
"Perry County, Indiana",62,8,TELL CITY 6,9,United States Rep District 8,24,(D) E. Thomasina Marsili,165
"Perry County, Indiana",62,9,TELL CITY 7,9,United States Rep District 8,24,(D) E. Thomasina Marsili,180
"Perry County, Indiana",62,10,TELL CITY 8,9,United States Rep District 8,24,(D) E. Thomasina Marsili,154
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,9,United States Rep District 8,24,(D) E. Thomasina Marsili,326
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,9,United States Rep District 8,24,(D) E. Thomasina Marsili,177
"Perry County, Indiana",62,13,TROY,9,United States Rep District 8,24,(D) E. Thomasina Marsili,58
"Perry County, Indiana",62,14,ANDERSON,9,United States Rep District 8,24,(D) E. Thomasina Marsili,247
"Perry County, Indiana",62,15,CLARK 1,9,United States Rep District 8,24,(D) E. Thomasina Marsili,66
"Perry County, Indiana",62,16,CLARK 2,9,United States Rep District 8,24,(D) E. Thomasina Marsili,80
"Perry County, Indiana",62,17,LEOPOLD ,9,United States Rep District 8,24,(D) E. Thomasina Marsili,135
"Perry County, Indiana",62,18,OIL,9,United States Rep District 8,24,(D) E. Thomasina Marsili,158
"Perry County, Indiana",62,19,TOBIN,9,United States Rep District 8,24,(D) E. Thomasina Marsili,110
"Perry County, Indiana",62,20,DERBY,9,United States Rep District 8,24,(D) E. Thomasina Marsili,45
"Perry County, Indiana",62,21,RONO,9,United States Rep District 8,24,(D) E. Thomasina Marsili,44
"Perry County, Indiana",62,1,CANNELTON 1,9,United States Rep District 8,25,(L) James D. Rodenberger,2
"Perry County, Indiana",62,2,CANNELTON 2,9,United States Rep District 8,25,(L) James D. Rodenberger,20
"Perry County, Indiana",62,3,TELL CITY 1,9,United States Rep District 8,25,(L) James D. Rodenberger,18
"Perry County, Indiana",62,4,TELL CITY 2,9,United States Rep District 8,25,(L) James D. Rodenberger,9
"Perry County, Indiana",62,5,TELL CITY 3,9,United States Rep District 8,25,(L) James D. Rodenberger,10
"Perry County, Indiana",62,6,TELL CITY 4,9,United States Rep District 8,25,(L) James D. Rodenberger,14
"Perry County, Indiana",62,7,TELL CITY 5,9,United States Rep District 8,25,(L) James D. Rodenberger,11
"Perry County, Indiana",62,8,TELL CITY 6,9,United States Rep District 8,25,(L) James D. Rodenberger,11
"Perry County, Indiana",62,9,TELL CITY 7,9,United States Rep District 8,25,(L) James D. Rodenberger,13
"Perry County, Indiana",62,10,TELL CITY 8,9,United States Rep District 8,25,(L) James D. Rodenberger,9
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,9,United States Rep District 8,25,(L) James D. Rodenberger,23
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,9,United States Rep District 8,25,(L) James D. Rodenberger,16
"Perry County, Indiana",62,13,TROY,9,United States Rep District 8,25,(L) James D. Rodenberger,5
"Perry County, Indiana",62,14,ANDERSON,9,United States Rep District 8,25,(L) James D. Rodenberger,31
"Perry County, Indiana",62,15,CLARK 1,9,United States Rep District 8,25,(L) James D. Rodenberger,8
"Perry County, Indiana",62,16,CLARK 2,9,United States Rep District 8,25,(L) James D. Rodenberger,3
"Perry County, Indiana",62,17,LEOPOLD ,9,United States Rep District 8,25,(L) James D. Rodenberger,9
"Perry County, Indiana",62,18,OIL,9,United States Rep District 8,25,(L) James D. Rodenberger,18
"Perry County, Indiana",62,19,TOBIN,9,United States Rep District 8,25,(L) James D. Rodenberger,11
"Perry County, Indiana",62,20,DERBY,9,United States Rep District 8,25,(L) James D. Rodenberger,1
"Perry County, Indiana",62,21,RONO,9,United States Rep District 8,25,(L) James D. Rodenberger,6
"Perry County, Indiana",62,1,CANNELTON 1,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,2,CANNELTON 2,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,3,TELL CITY 1,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,4,TELL CITY 2,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,5,TELL CITY 3,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,6,TELL CITY 4,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,7,TELL CITY 5,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,8,TELL CITY 6,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,9,TELL CITY 7,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,10,TELL CITY 8,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,11,TROY TOWNSHIP 1,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,12,TROY TOWNSHIP 2,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,13,TROY,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,14,ANDERSON,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,15,CLARK 1,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,16,CLARK 2,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,17,LEOPOLD ,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,18,OIL,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,19,TOBIN,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,20,DERBY,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,21,RONO,9,United States Rep District 8,20,Write-In,0
"Perry County, Indiana",62,1,CANNELTON 1,10,State Representative Dist 74 ,26,(R) Stephen R. Bartels,102
"Perry County, Indiana",62,2,CANNELTON 2,10,State Representative Dist 74 ,26,(R) Stephen R. Bartels,271
